label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
A,0.0,0.0,0.0,0.24763562225403987,-0.21033770245813316,-0.10715787312343776,0.3668238556406823,-0.531169650942262,-0.14801228113090437,0.34206053773306505,-0.8032809679895141,-0.18528386041543132,0.3992886809798817,-1.0,-0.20916552704998037,0.14954251952534306,-0.6879366474206349,-0.08179831292721515,0.1097221407405437,-0.803688734375534,-0.24075642766611624,0.12124758801082536,-0.5826166245610411,-0.3126241995816584,0.1439603467345813,-0.4113957267414277,-0.33128357352527027,-0.04816480847211016,-0.6241144892693948,-0.07707686406410369,-0.08894334053694147,-0.7641363111233094,-0.26459110893630855,-0.025539454436549893,-0.490642094323829,-0.2928423381067284,0.03430356100198267,-0.31802406524091154,-0.26795008148717464,-0.22458265101228952,-0.5441950872640527,-0.09381246448529533,-0.2728413385939432,-0.6778834591330707,-0.2888006805803464,-0.16738309294651801,-0.40414681800972685,-0.2393754213767351,-0.08926382439365899,-0.2467618196898697,-0.15203231653316243,-0.4004895029015638,-0.43963629754840233,-0.11606934912384198,-0.42519021437633653,-0.561374170277709,-0.2435748318440237,-0.316089312687951,-0.36399441135278787,-0.19896307586459783,-0.24725937286250568,-0.2486314615526719,-0.13044465648707007
A,0.0,0.0,0.0,0.15793743246604433,-0.21680252558753632,-0.11967963698093434,0.1615446237070982,-0.5512734894059695,-0.16298034834524774,0.07415823641296226,-0.7951158260858794,-0.1952281772762278,0.018082595661207426,-1.0,-0.20705567819857698,-0.08781665269750837,-0.7105880526886966,-0.10836457183138568,-0.05747660742720667,-0.7898953038056153,-0.25780583443371624,0.018369939753928543,-0.5844473273738369,-0.31396412649496297,0.053502024898431325,-0.42049448427436253,-0.32000316184274386,-0.2457398681060585,-0.6318772141718069,-0.09762940309626227,-0.18202366159424266,-0.6926015042772933,-0.27084160928939083,-0.07290385088474438,-0.4627902772405977,-0.29806835357337125,-0.01437818414580376,-0.30248061377524016,-0.27440661856778037,-0.3829267309631137,-0.5255928853152201,-0.1094110035681372,-0.31284592787109605,-0.5645331242659506,-0.28283325153642347,-0.17647797690990333,-0.3552772286328535,-0.2551658019306137,-0.10168494653377581,-0.21898726034346064,-0.18973355435036393,-0.5151662689566046,-0.39535084389966474,-0.12935696045047632,-0.42810802354889005,-0.440319725200701,-0.25285020455636814,-0.2936040555118382,-0.30260392211548687,-0.23893163488807087,-0.22033975764468308,-0.21816116953737835,-0.19347917421805896
A,0.0,0.0,0.0,0.309062344789456,-0.21819067024941927,-0.008483936976644778,0.4914189856348198,-0.44888625377713437,-0.03141329639372661,0.5713005687388301,-0.6390545937691585,-0.07799021705841848,0.5091064568247667,-0.809726009368682,-0.11124556071013225,0.2845752050680562,-0.762091955406502,0.0072024299174931715,0.3900249042310298,-0.971872019103311,-0.11776106236493981,0.38891670232444636,-0.7229020163895721,-0.17742405060371444,0.31416554071853897,-0.5622417291036041,-0.19350125890048064,0.1306176985598225,-0.7661003968760478,-0.048526175118476546,0.25359625517258255,-0.9912001890578784,-0.18509912589288416,0.2670334512961024,-0.6849936631661419,-0.22162236451430478,0.19413858850745905,-0.539625217446321,-0.2171537062145956,-0.043294937565266964,-0.7448467068194209,-0.11553555810220932,0.0699906551265526,-1.0,-0.25750733163529677,0.11801876337717862,-0.695953112058899,-0.20761843289964338,0.06407984079986297,-0.5431322455010023,-0.13751453538858946,-0.24835742741079106,-0.689308750518333,-0.18130986678769492,-0.12187873180433656,-0.8920819778416935,-0.27016363891783884,-0.03823208397732276,-0.6836333767399287,-0.20284292204545934,-0.061096546717643516,-0.5493861901773234,-0.1286040585707757
A,0.0,0.0,0.0,0.26027125272149293,-0.14790280252035762,-0.22479308043524251,0.4972328387260134,-0.4567156953338605,-0.29670868169195563,0.49977652478987034,-0.7764118881330808,-0.32891266177208917,0.4300840152285283,-1.0,-0.3153118001768708,0.265374044829547,-0.770000611455656,-0.16653891381533198,0.2629781463000406,-0.954045863143705,-0.3250848806622216,0.2697101127666216,-0.6495100301246873,-0.3873117914745057,0.2585468103656161,-0.6298097838553874,-0.4164469282890446,0.05157296394999438,-0.7240334973881836,-0.10456567885536629,0.03883468613126205,-0.8747944161655745,-0.26893842306300714,0.11680054950092318,-0.5447518745772387,-0.2838763763445889,0.12115234276448339,-0.5784457530053504,-0.2709371998463489,-0.13448215240329936,-0.6567547491058511,-0.0735188747875144,-0.15214077800823778,-0.7672966186654893,-0.247682533603808,-0.0654036939402607,-0.48014566843210177,-0.18483512125589996,-0.05097944737996595,-0.5079580457449747,-0.11158982341478119,-0.31816778266865964,-0.5952709363065498,-0.05828205442410211,-0.31229208313018275,-0.658378961589516,-0.1451700749085536,-0.23119222326116248,-0.4773564840673816,-0.08612374496692893,-0.21707026938476645,-0.4616333713412948,-0.025849866268585955
A,0.0,0.0,0.0,0.22209437831652898,-0.21976082503267494,-0.07521047710171808,0.38260382634138146,-0.5261951270124519,-0.11324177341518135,0.4667963502989616,-0.781839319278873,-0.16416162706157486,0.4100861510541016,-1.0,-0.19426432767830049,0.11633329472186553,-0.8132906673765251,-0.006042441875268079,0.2828327431552437,-0.9655427975643666,-0.18419290235049568,0.3306809553027913,-0.7091747969636002,-0.2744749656751641,0.31099617188093365,-0.5223581195216181,-0.291377615263217,-0.03302613760865031,-0.7894011463902427,-0.02924852857503995,0.18228130188297284,-0.9206301870152995,-0.20933076266856337,0.2099972326232299,-0.5964680933765455,-0.23942024460275518,0.16560354082923417,-0.4036287106821826,-0.20697773746765794,-0.1876820453313066,-0.740509797864123,-0.08082345305049614,0.045133368245089414,-0.8431499619079732,-0.2697701402805708,0.0651661676708972,-0.5278280331449349,-0.2250901529044126,0.012123697012526469,-0.3473563233191747,-0.1304747974788243,-0.3544154986317809,-0.6607756734306247,-0.13840379913725614,-0.1312616315147522,-0.7990857115898844,-0.25217464940109136,-0.07299954754500862,-0.6018092387993175,-0.19939773466780422,-0.10661431536597205,-0.46243902811459936,-0.11848990375503766
A,0.0,0.0,0.0,0.21837158694391653,-0.19408545077580389,-0.09720515649711813,0.4032239910332224,-0.5212157210645489,-0.13136635408039238,0.47014425353013783,-0.8074756589577677,-0.16971063472655054,0.3349585448777593,-1.0,-0.19134851512700635,0.20700027563381013,-0.7703364337017179,-0.013315995571530124,0.2485617504136744,-0.9480042555331206,-0.19687127185639913,0.24549035111667483,-0.6969995282432797,-0.293201605228961,0.23837445363097887,-0.49421171981122336,-0.3109580056625549,0.03195485212433978,-0.7433373235915283,-0.019851696114751217,0.09693846053178536,-0.9288942610607088,-0.21545367899909054,0.09875671316851414,-0.610932110515737,-0.25372832050364913,0.10002298240793005,-0.39232867145756123,-0.21490639288863075,-0.14772003836326364,-0.6929122027281007,-0.055835189356652784,-0.08551829743840694,-0.8283082901834101,-0.25612790339650615,-0.05392515131377596,-0.5211991985444435,-0.21928454756411325,-0.03544295295728356,-0.327995883327626,-0.1206384070369184,-0.33746376453273447,-0.6214272510755594,-0.0983116732474641,-0.2551720707137615,-0.7779645889587693,-0.21636738330813396,-0.19973036678742023,-0.5767561425749137,-0.16620243248827996,-0.1786495995197613,-0.4282888926255102,-0.08174345525136185
A,0.0,0.0,0.0,0.1791297600439964,-0.2684138745835276,-0.0678546538361508,0.22356615299829746,-0.5803149532153997,-0.08913462565939088,0.17206368475294553,-0.8140195909802692,-0.11915140737223368,0.13732778241256796,-1.0,-0.13826183952041704,0.009659254083575562,-0.6923842665243661,-0.014445081551695119,-0.04496716930023249,-0.8608221314385033,-0.14282813733611055,0.0032173708538533307,-0.6804058031662341,-0.21534588754588554,0.043669600824338975,-0.5234228243792326,-0.2367638592033156,-0.13575342236565163,-0.6115996574488335,-0.022940416028478273,-0.1855787272028147,-0.7795416473262444,-0.16232866792527947,-0.08521241031810556,-0.5642600054235253,-0.19771289376024795,-0.019230391000346105,-0.40010331017896394,-0.18559967736876168,-0.26467079556065715,-0.5110099376294599,-0.051920093243777686,-0.30800255631932405,-0.6746084998913365,-0.18673078790912698,-0.17927575809487922,-0.4767206683796529,-0.1604884013691221,-0.09945847969493953,-0.32516328816522233,-0.10077133983244108,-0.38593988664158435,-0.38310637259606795,-0.0869201923035992,-0.4147894470535477,-0.5508935527059154,-0.1709859491921947,-0.30088960039181617,-0.4446176839462415,-0.1408885517903092,-0.22589037285684868,-0.3392197616511268,-0.0912081651367887
A,0.0,0.0,0.0,0.2774150911255412,-0.19086236559362282,-0.035411651608352746,0.40545186109892056,-0.4917829355837143,-0.03536413539334928,0.4244783090836823,-0.7449500594386312,-0.052998995783923745,0.4606837478356007,-0.9364496261479586,-0.0546366924193497,0.23616547826934228,-0.7439560987297789,0.04746178521772111,0.2700611694813165,-1.0,-0.05720548549166509,0.29806040727436584,-0.7853721020205848,-0.10746125068591436,0.26860966550714727,-0.6326827694549764,-0.11480816585655311,0.08131465240618278,-0.753353324123637,0.024473794526456493,0.12759663258381157,-0.9909037258494234,-0.08669996636841974,0.16489925010496778,-0.7181933333913529,-0.11404296917289583,0.12611409015988026,-0.5729006459831711,-0.09746105776064819,-0.08202105100694512,-0.736109456910507,-0.016947199260193602,-0.048286333715796007,-0.9930249300219892,-0.13025957020338452,0.009968089430659282,-0.7307141223059767,-0.08972359064542927,-0.01555233256080052,-0.5744071671310363,-0.023101581816268365,-0.26657701220596164,-0.6878429634586766,-0.062106882727039944,-0.22494252257271258,-0.924172945511758,-0.13521202873160332,-0.14201807009857387,-0.7577557934940123,-0.08665004619505236,-0.13587781269975296,-0.6128181616072269,-0.022214060928456722
A,0.0,0.0,0.0,0.29036020328820983,-0.057425075627807486,-0.22153467307841043,0.4742729831158355,-0.41340911423534493,-0.29352955042304424,0.495636806008744,-0.7736235958167114,-0.32591197427125074,0.6115115357169529,-1.0,-0.31377886293386376,0.24224327484174854,-0.6901036914850956,-0.19716776928401739,0.11927076309714786,-0.8665697403605676,-0.40209124778353467,0.16578698019004212,-0.5444163346706747,-0.47171647652955784,0.2381499358631656,-0.4354966567057505,-0.4904241834264455,0.006540837772334285,-0.6336193328596583,-0.14002951639874822,-0.09803427220846346,-0.7670955504689875,-0.35017109004346336,-0.0005165533678337919,-0.4185677779078736,-0.3370107647771159,0.09201839763866056,-0.36176313487367157,-0.28559892824274485,-0.18292675632142696,-0.5642586881735752,-0.12268414349868245,-0.26430866746583787,-0.6640327893532441,-0.32757806912838217,-0.16273344028037204,-0.35966517723756236,-0.2290942261087256,-0.054946839480478314,-0.32243116713166536,-0.11862642046616477,-0.34563413795907405,-0.49440707496887915,-0.12449206548005372,-0.42367906222999324,-0.5440176966611713,-0.24298620699376355,-0.3366770125400703,-0.319835607867886,-0.1854804828279318,-0.24916314741735457,-0.27997121467565905,-0.1154351028861101
A,0.0,0.0,0.0,-0.31262868912161845,-0.14942309825727232,-0.0818504057512209,-0.5179005444988648,-0.4440799615683294,-0.09287239779281305,-0.5720764497087757,-0.7211915323825477,-0.12169851004481556,-0.6274548505677657,-0.9442764118594031,-0.1318671405450849,-0.37521548792308845,-0.6752260295255225,0.08988362384658685,-0.38254411033142294,-0.9471263340774366,-0.06204087117300798,-0.3372747548198967,-0.7847657781434431,-0.16806564795457643,-0.30245162533940195,-0.586185932783731,-0.206243880850701,-0.16964831708336953,-0.7124223247044461,0.06866040390910357,-0.18601611258832984,-1.0,-0.0993559852707949,-0.16784881534977789,-0.7565093642058384,-0.1810829206211551,-0.14783221985566036,-0.5310753388246716,-0.180151770838538,0.03010661575909326,-0.7021595727538732,0.01567108468578876,0.018685341701023088,-0.9733398607604913,-0.16129363470428415,0.0051428964408036315,-0.717767519515769,-0.16421050864730027,0.0012423027477941697,-0.4903444945477326,-0.09956191672929587,0.2360904308854896,-0.6535701144567034,-0.04534168031629195,0.23854401395105784,-0.8848742562522997,-0.16655683090810253,0.17806473246667975,-0.7408467517056062,-0.1476758922838218,0.12329086740822656,-0.5699975453125761,-0.08926017339924382
